rule;description;status;date_added;date_removed;filename;projectname
56;Lines should have sufficient coverage by tests;CLOSED;11-10-2017;11-23-17;airavata-django-portal/airavata/model/appcatalog/appinterface/constants.py;airavata-django-portal
14;Docstrings should be defined;OPEN;12-1-2017;;airavata-django-portal/airavata/model/appcatalog/appinterface/constants.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;OPEN;12-1-2017;;airavata-django-portal/airavata/model/appcatalog/appinterface/constants.py;airavata-django-portal
50;Lines should not be too long;CLOSED;2-22-17;11-10-2017;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
14;Docstrings should be defined;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
50;Lines should not be too long;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
57;Source files should have a sufficient density of comment lines;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
50;Lines should not be too long;CLOSED;11-23-17;12-1-2017;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
50;Lines should not be too long;OPEN;12-1-2017;;airavata-django-portal/airavata/model/appcatalog/appinterface/ttypes.py;airavata-django-portal
14;Docstrings should be defined;CLOSED;11-10-2017;11-23-17;airavata-django-portal/airavata/model/appcatalog/computeresource/__init__.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;CLOSED;11-10-2017;11-23-17;airavata-django-portal/airavata/model/appcatalog/computeresource/__init__.py;airavata-django-portal
57;Source files should have a sufficient density of comment lines;CLOSED;11-10-2017;11-23-17;airavata-django-portal/airavata/model/appcatalog/computeresource/__init__.py;airavata-django-portal
14;Docstrings should be defined;OPEN;12-1-2017;;airavata-django-portal/airavata/model/appcatalog/computeresource/__init__.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;OPEN;12-1-2017;;airavata-django-portal/airavata/model/appcatalog/computeresource/__init__.py;airavata-django-portal
57;Source files should have a sufficient density of comment lines;OPEN;12-1-2017;;airavata-django-portal/airavata/model/appcatalog/computeresource/__init__.py;airavata-django-portal
14;Docstrings should be defined;CLOSED;11-10-2017;11-23-17;airavata-django-portal/airavata/model/appcatalog/computeresource/constants.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;CLOSED;11-10-2017;11-23-17;airavata-django-portal/airavata/model/appcatalog/computeresource/constants.py;airavata-django-portal
14;Docstrings should be defined;OPEN;12-1-2017;;airavata-django-portal/airavata/model/appcatalog/computeresource/constants.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;OPEN;12-1-2017;;airavata-django-portal/airavata/model/appcatalog/computeresource/constants.py;airavata-django-portal
50;Lines should not be too long;CLOSED;2-22-17;11-10-2017;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
14;Docstrings should be defined;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
20;Functions should not be too complex;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
46;Functions, methods and lambdas should not have too many parameters;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
47;Files should not have too many lines of code;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
50;Lines should not be too long;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
57;Source files should have a sufficient density of comment lines;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
58;Source files should not have any duplicated blocks;OPEN;2-22-17;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
46;Functions, methods and lambdas should not have too many parameters;OPEN;8-3-2017;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
50;Lines should not be too long;OPEN;8-3-2017;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
50;Lines should not be too long;CLOSED;11-23-17;12-1-2017;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
50;Lines should not be too long;OPEN;12-1-2017;;airavata-django-portal/airavata/model/appcatalog/computeresource/ttypes.py;airavata-django-portal
14;Docstrings should be defined;OPEN;5-22-18;;airavata-django-portal/airavata/model/appcatalog/gatewaygroups/__init__.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;OPEN;5-22-18;;airavata-django-portal/airavata/model/appcatalog/gatewaygroups/__init__.py;airavata-django-portal
57;Source files should have a sufficient density of comment lines;OPEN;5-22-18;;airavata-django-portal/airavata/model/appcatalog/gatewaygroups/__init__.py;airavata-django-portal
14;Docstrings should be defined;OPEN;5-22-18;;airavata-django-portal/airavata/model/appcatalog/gatewaygroups/constants.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;OPEN;5-22-18;;airavata-django-portal/airavata/model/appcatalog/gatewaygroups/constants.py;airavata-django-portal
14;Docstrings should be defined;OPEN;5-22-18;;airavata-django-portal/airavata/model/appcatalog/gatewaygroups/ttypes.py;airavata-django-portal
29;Cognitive Complexity of functions should not be too high;OPEN;5-22-18;;airavata-django-portal/airavata/model/appcatalog/gatewaygroups/ttypes.py;airavata-django-portal
50;Lines should not be too long;OPEN;5-22-18;;airavata-django-portal/airavata/model/appcatalog/gatewaygroups/ttypes.py;airavata-django-portal
56;Lines should have sufficient coverage by tests;OPEN;5-22-18;;airavata-django-portal/airavata/model/appcatalog/gatewaygroups/ttypes.py;airavata-django-portal
